# stan_version_major = 2
# stan_version_minor = 23
# stan_version_patch = 0
# model = GaussianStan_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = GaussianStan.data.json
# init = 2 (Default)
# random
#   seed = 2432242613 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,sigma
# Adaptation terminated
# Step size = 0.44568
# Diagonal elements of inverse mass matrix:
# 0.254891, 0.38534
-0.419527,0.588284,0.44568,1,1,0,1.06758,1.76725,0.309376
-0.419527,0.328511,0.44568,1,1,0,2.20743,1.76725,0.309376
0.482825,0.689005,0.44568,2,3,0,1.31046,1.83756,0.539964
0.511496,1,0.44568,2,3,0,-0.479211,1.77921,0.537907
0.440405,0.984323,0.44568,1,3,0,-0.355273,1.87921,0.488952
0.397124,0.947047,0.44568,3,7,0,0.265086,1.80729,0.410465
-0.714186,0.738277,0.44568,3,7,0,1.67923,2.19842,0.920122
-0.716958,0.997014,0.44568,2,7,0,1.0783,1.54803,0.354744
-0.716958,0.0101405,0.44568,2,3,0,3.14969,1.54803,0.354744
0.392049,1,0.44568,2,3,0,1.10167,1.82849,0.613781
0.301999,0.994116,0.44568,2,3,0,-0.26714,1.90474,0.624151
-0.343639,0.973693,0.44568,2,3,0,0.413473,1.90249,0.926653
-1.74431,0.645655,0.44568,1,3,0,4.97164,2.41301,1.38209
-0.424575,0.994961,0.44568,3,7,0,1.98703,2.16741,0.744592
-0.434289,0.908443,0.44568,3,7,0,1.65876,1.36971,0.66261
-1.87664,0.791031,0.44568,3,7,0,3.02509,2.60958,1.13891
-1.82338,0.967582,0.44568,2,3,0,2.27296,2.57833,0.91236
-1.76239,1,0.44568,1,1,0,1.88362,2.56615,0.930446
-1.22947,0.990654,0.44568,3,7,0,2.08524,2.02522,1.30296
-2.80971,0.97936,0.44568,3,7,0,3.36119,0.660591,1.07147
-1.45046,1,0.44568,3,7,0,3.1729,1.62395,1.43869
-2.59654,1,0.44568,2,3,0,3.42485,1.05819,0.579492
-1.39717,1,0.44568,2,3,0,2.38847,1.19353,0.611273
-0.889631,1,0.44568,3,7,0,1.64746,2.06125,1.12007
-0.288753,0.838072,0.44568,2,3,0,2.01724,1.51818,0.423084
-0.557027,0.818125,0.44568,3,15,0,2.09675,2.07253,0.421053
-6.96538,0.314819,0.44568,4,15,0,7.52163,1.35565,6.87805
-6.74672,0.945592,0.44568,3,15,0,7.62678,2.14315,6.58603
-6.756,0.87556,0.44568,3,15,0,7.07078,1.85798,6.60718
-6.00852,0.998679,0.44568,3,15,0,8.04964,1.64514,5.60646
-5.93997,0.973926,0.44568,3,11,0,7.2846,0.673766,5.41088
-5.30413,0.998192,0.44568,3,7,0,6.48039,0.782462,4.59835
-1.96974,0.974581,0.44568,3,7,0,6.20319,1.61908,1.72586
-2.17238,0.978089,0.44568,2,5,0,3.45373,0.881999,1.40883
-1.05009,0.865602,0.44568,2,7,0,2.35066,1.23241,0.984016
-1.82061,0.92732,0.44568,2,3,0,2.11118,1.05302,0.720344
-3.28897,0.52657,0.44568,1,1,0,3.56536,0.980958,0.579708
-1.31863,1,0.44568,2,7,0,3.10497,2.07518,1.33266
-1.15736,0.999561,0.44568,3,7,0,1.99309,2.22682,1.16303
-1.54106,0.994279,0.44568,2,3,0,1.59026,2.20564,1.39911
-2.22458,0.99425,0.44568,3,7,0,2.36754,2.71917,1.04067
-2.06847,0.907176,0.44568,3,7,0,3.83223,0.887642,1.28203
-2.49384,0.930587,0.44568,2,7,0,3.25337,0.897691,0.776833
-3.88939,0.845309,0.44568,3,7,0,4.29185,1.39895,3.1516
-4.38926,1,0.44568,2,3,0,4.65098,1.14855,3.61077
-4.72291,1,0.44568,2,7,0,7.61827,0.0508328,3.52509
-3.50932,0.995726,0.44568,2,7,0,5.78862,0.262374,1.62228
-0.450627,0.927964,0.44568,3,15,0,4.55301,1.81766,0.985697
-1.28449,0.934078,0.44568,2,5,0,1.79142,1.85263,1.36276
-1.88961,0.984033,0.44568,2,7,0,2.8528,2.58738,0.8867
-1.89019,1,0.44568,2,3,0,2.00858,2.60207,0.937319
-0.359799,0.96555,0.44568,3,7,0,1.92032,1.39122,0.680205
-1.37564,0.951671,0.44568,2,3,0,1.58796,1.14278,0.709286
-0.505557,1,0.44568,2,3,0,1.43787,1.56288,0.970373
-0.488034,0.982401,0.44568,2,7,0,0.620756,1.476,0.913712
-1.58987,0.949771,0.44568,2,3,0,2.19396,2.21703,0.435017
-0.667423,0.921546,0.44568,2,3,0,2.58807,1.52798,1.03073
-1.31149,0.968686,0.44568,2,3,0,1.54037,1.16135,0.696178
-0.46195,0.987989,0.44568,3,7,0,1.44377,1.39689,0.812393
-0.865956,0.979831,0.44568,2,7,0,0.986627,2.08266,0.394874
0.215369,1,0.44568,1,1,0,0.502502,1.90715,0.413569
-0.100127,0.994031,0.44568,2,3,0,0.37624,1.5801,0.400599
0.486569,0.890229,0.44568,2,3,0,0.720952,1.72188,0.544463
0.345335,0.963651,0.44568,3,7,0,0.188695,1.62689,0.485957
-0.155029,0.900386,0.44568,3,7,0,1.15152,1.46379,0.693724
-0.965334,0.921736,0.44568,3,7,0,1.19427,2.31604,0.900281
-1.64731,0.956806,0.44568,2,3,0,1.80926,2.50924,0.823675
-1.19667,0.885681,0.44568,2,3,0,3.32261,1.50424,0.346151
-0.0534215,0.083138,0.44568,3,7,0,5.92032,1.98618,0.757026
-0.181909,0.996726,0.44568,2,3,0,0.286533,1.90017,0.857823
-0.395729,0.814635,0.44568,2,3,0,2.30381,1.96229,0.360294
-0.104222,1,0.44568,2,3,0,0.712213,1.5886,0.393748
-0.104222,0.512058,0.44568,1,1,0,0.97568,1.5886,0.393748
-0.104222,0.361226,0.44568,1,1,0,1.37976,1.5886,0.393748
-0.104222,0.276958,0.44568,1,1,0,1.39919,1.5886,0.393748
-0.42466,0.940255,0.44568,2,3,0,1.06045,2.10397,0.476919
-2.39612,0.660461,0.44568,2,3,0,2.94008,1.46336,0.311182
0.180618,0.677679,0.44568,2,3,0,4.67726,1.90636,0.690885
0.377568,0.884212,0.44568,2,3,0,0.843869,1.78378,0.401997
0.418484,0.933536,0.44568,2,3,0,-0.036954,1.76927,0.607261
0.504607,0.998253,0.44568,2,7,0,-0.37239,1.73161,0.467767
0.147569,0.86098,0.44568,2,3,0,0.470798,1.75021,0.361881
0.37127,0.971083,0.44568,2,3,0,0.0285646,1.83359,0.62396
0.503438,1,0.44568,3,7,0,-0.34579,1.83272,0.488827
-1.63663,0.863429,0.44568,3,7,0,1.65028,1.78799,1.54792
-0.69405,0.963629,0.44568,2,7,0,2.30348,1.85499,1.08693
0.0503052,0.994578,0.44568,1,3,0,1.22633,1.85136,0.770822
-0.980576,0.922604,0.44568,3,7,0,2.20961,1.87946,1.21364
-1.13634,0.976258,0.44568,2,5,0,2.87789,1.44074,1.22386
-1.07065,0.948504,0.44568,2,7,0,1.37281,1.24329,1.02013
-0.536858,0.991245,0.44568,2,3,0,1.30918,1.3597,0.799051
-1.17358,0.973579,0.44568,2,3,0,1.27756,1.16158,0.801753
-1.23645,0.896166,0.44568,2,3,0,2.28005,1.16274,0.732678
-2.31446,0.780188,0.44568,1,1,0,2.33112,1.00363,0.676605
-3.61646,0.95149,0.44568,3,7,0,4.68885,1.07293,2.82317
-4.3517,0.81292,0.44568,3,11,0,4.86498,-0.0755565,1.63774
-4.60519,1,0.44568,3,7,0,4.87335,0.0248667,3.33739
-3.43762,0.977634,0.44568,3,7,0,6.94221,0.287734,1.71434
-3.97679,0.976738,0.44568,2,7,0,5.39799,0.105346,2.47947
0.145079,0.962482,0.44568,3,15,0,4.17669,1.96405,0.66581
0.44003,0.986199,0.44568,3,7,0,0.0515518,1.67086,0.532098
-0.159681,0.905143,0.44568,2,3,0,2.13818,2.06164,0.487864
-1.06307,0.993246,0.44568,1,3,0,4.94976,2.31389,1.0004
-2.06819,0.768329,0.44568,3,7,0,2.21905,1.42208,0.345384
-0.803645,1,0.44568,1,1,0,2.0315,1.5583,0.342829
-1.48624,0.8889,0.44568,3,7,0,1.8081,1.42751,1.40612
-0.891363,1,0.44568,3,7,0,1.48987,1.4493,1.10185
-1.33592,0.958877,0.44568,3,7,0,2.04387,1.67249,1.38628
-1.47123,0.999788,0.44568,2,3,0,1.4836,1.64718,1.45272
-1.51145,0.932777,0.44568,2,7,0,1.70403,1.77497,1.48154
-1.13782,1,0.44568,2,7,0,1.79109,2.08193,1.23605
-1.10902,1,0.44568,1,1,0,1.17109,2.0859,1.21958
-0.0608696,0.989058,0.44568,2,7,0,1.21802,1.68351,0.815107
0.235542,0.998181,0.44568,2,3,0,0.202007,1.68694,0.68379
0.173516,0.980527,0.44568,3,7,0,0.399908,1.97646,0.478551
-1.40065,0.758429,0.44568,2,3,0,1.61652,2.09157,0.360229
0.165622,1,0.44568,1,1,0,0.777121,1.89231,0.393688
-0.35292,0.732906,0.44568,3,7,0,1.27652,1.41616,0.549023
-0.60392,0.856585,0.44568,2,3,0,1.16906,2.14092,0.485941
-0.880531,0.992622,0.44568,2,3,0,1.14309,2.21255,0.522451
-0.0625241,0.953125,0.44568,3,7,0,1.40005,1.53158,0.733507
0.13362,0.986931,0.44568,2,7,0,0.285701,1.53953,0.549897
0.13362,0.0507643,0.44568,2,3,0,3.68048,1.53953,0.549897
-0.890347,0.649368,0.44568,2,3,0,2.36648,2.23343,0.550061
-1.49603,0.99501,0.44568,2,7,0,1.95083,2.39782,0.650698
-0.296691,0.977661,0.44568,2,3,0,1.78399,1.72224,0.920287
-0.397382,0.974523,0.44568,2,7,0,0.89862,2.16533,0.619835
0.489775,0.957027,0.44568,1,3,0,1.33273,1.83125,0.464708
0.477394,0.990401,0.44568,3,7,0,-0.294937,1.69484,0.487834
-1.32883,0.816462,0.44568,2,3,0,1.65918,1.54257,0.319583
0.0624091,1,0.44568,1,1,0,0.757875,1.78145,0.350212
-0.575067,0.827135,0.44568,1,1,0,0.592872,1.70463,0.306133
0.381759,0.689023,0.44568,3,7,0,1.63457,1.90316,0.562013
0.350827,0.949599,0.44568,2,7,0,0.410736,1.78366,0.395571
0.100771,0.695448,0.44568,3,7,0,1.15091,1.81086,0.755864
-2.19837,0.666255,0.44568,2,3,0,2.75924,1.85443,0.24614
-0.532432,0.616541,0.44568,2,7,0,3.51897,1.52203,0.963991
-0.591787,0.976233,0.44568,2,5,0,1.55003,2.20941,0.801808
-0.431992,0.998275,0.44568,3,7,0,0.909761,1.87712,0.970078
0.474376,0.940552,0.44568,1,3,0,1.97959,1.7851,0.570537
-1.61825,0.883612,0.44568,3,7,0,1.99307,1.82579,1.5369
0.341425,0.923454,0.44568,3,7,0,1.88474,1.85213,0.411172
0.0454071,0.901018,0.44568,1,1,0,-0.0238398,1.93426,0.398636
0.214491,1,0.44568,2,3,0,0.0816361,1.7289,0.374956
0.348062,0.939002,0.44568,2,3,0,0.0258443,1.92864,0.512092
0.204401,0.999291,0.44568,2,3,0,-0.118051,1.67277,0.392864
0.466257,0.992842,0.44568,2,3,0,0.0432161,1.86518,0.499357
0.280006,0.943421,0.44568,3,7,0,-0.0543371,1.95684,0.520841
0.453902,0.55485,0.44568,2,3,0,2.05898,1.71994,0.439642
0.413137,0.986152,0.44568,3,7,0,-0.249919,1.79814,0.608767
-0.200348,0.951751,0.44568,2,3,0,0.23177,1.47938,0.756023
-2.11832,0.836251,0.44568,3,7,0,2.66743,2.65538,0.922951
-1.48485,0.907523,0.44568,2,3,0,2.79099,2.06701,1.42414
-1.23689,1,0.44568,2,3,0,1.53344,1.9822,1.31833
-4.31475,0.460445,0.44568,4,15,0,5.53663,-0.000422629,2.87451
-5.28647,0.923546,0.44568,3,11,0,5.38596,-0.901316,2.86489
-4.10814,0.996092,0.44568,3,7,0,5.38463,-0.00971556,2.48393
-5.81096,0.984275,0.44568,3,7,0,6.05038,-0.930878,4.42006
-5.74241,0.992177,0.44568,3,7,0,6.7526,-1.28378,3.44794
-7.35495,0.912095,0.44568,3,15,0,9.35555,-0.772139,1.49272
-4.50495,0.882473,0.44568,3,7,0,8.26919,-0.317983,2.18446
-4.075,0.956425,0.44568,3,11,0,6.0122,1.21155,3.2994
-3.97146,0.999067,0.44568,2,3,0,4.255,1.08035,3.16524
-1.72294,0.999105,0.44568,2,7,0,4.56884,1.0309,0.803052
-1.20117,0.971004,0.44568,2,7,0,1.85585,1.27407,1.14797
-1.70094,0.713824,0.44568,3,7,0,3.43229,1.28476,0.465176
-1.30601,0.321557,0.44568,3,7,0,5.31489,2.39707,1.05488
-0.733584,0.997676,0.44568,1,3,0,1.60808,2.17154,0.963557
-0.102991,0.782295,0.44568,3,7,0,2.09423,1.57442,0.404539
0.177138,1,0.44568,1,1,0,0.0777239,1.61161,0.430166
-0.320623,0.925247,0.44568,2,3,0,0.539083,2.07886,0.468259
-1.10117,0.905981,0.44568,2,5,0,1.51481,1.92048,1.26444
0.155938,0.657193,0.44568,2,7,0,3.0582,1.73343,0.731339
0.0186187,0.997686,0.44568,3,7,0,0.0738059,1.89721,0.771248
-0.0321656,0.992698,0.44568,3,7,0,0.308867,1.85262,0.805813
0.331599,0.998554,0.44568,2,7,0,0.261174,1.8701,0.418537
0.473444,1,0.44568,2,3,0,-0.329108,1.72021,0.450497
-0.837366,0.879722,0.44568,2,5,0,1.67587,1.57108,1.12613
-1.44862,0.994072,0.44568,3,7,0,1.62942,1.07417,0.925619
-2.2772,0.967653,0.44568,2,7,0,2.50696,0.840103,0.962542
-0.319628,0.963392,0.44568,2,7,0,3.03286,1.74498,0.931661
-0.636236,0.970786,0.44568,2,7,0,0.997383,2.18883,0.549034
-0.636236,0.0198152,0.44568,1,1,0,4.33753,2.18883,0.549034
-0.636236,0.224734,0.44568,2,3,0,3.29685,2.18883,0.549034
-0.672456,0.985202,0.44568,2,3,0,0.932846,2.17768,0.52077
-1.24325,0.613825,0.44568,3,7,0,2.73118,1.16112,0.733073
-1.42382,0.877103,0.44568,2,5,0,2.31796,1.10085,1.05323
0.280089,1,0.44568,1,3,0,5.88507,1.7574,0.677801
0.23684,0.969215,0.44568,3,7,0,0.1793,1.58013,0.509195
0.388418,0.927233,0.44568,2,3,0,0.271155,1.8677,0.436376
-0.120163,0.888756,0.44568,2,3,0,0.453531,1.7001,0.340909
-0.767991,0.710739,0.44568,3,7,0,1.24397,2.08993,1.04474
-1.5074,0.955233,0.44568,2,7,0,1.91328,1.4294,0.371486
-1.5074,0.235952,0.44568,2,3,0,3.22967,1.4294,0.371486
0.210422,1,0.44568,2,3,0,1.31601,1.81719,0.706969
0.150868,0.997239,0.44568,1,1,0,-0.146727,1.81028,0.734283
-0.438409,0.881057,0.44568,1,3,0,1.69583,1.39164,0.783626
-0.361495,0.967784,0.44568,2,7,0,0.5851,1.49935,0.866207
-0.222038,0.998765,0.44568,3,7,0,0.4644,1.97572,0.387633
-1.02985,0.627654,0.44568,2,3,0,1.53705,1.89241,0.292708
-0.243329,1,0.44568,2,3,0,1.19842,1.57628,0.85655
0.297828,0.962663,0.44568,2,7,0,0.706969,1.60765,0.489316
0.504587,1,0.44568,2,3,0,-0.313951,1.77236,0.545353
0.500609,0.994927,0.44568,3,7,0,-0.388851,1.83671,0.494275
-0.203012,0.929886,0.44568,3,7,0,0.663249,1.86076,0.876233
-0.488745,0.998184,0.44568,3,7,0,0.558397,1.99428,0.959265
-1.8987,0.978584,0.44568,2,5,0,3.83214,2.04082,1.66454
-0.0172973,0.982281,0.44568,3,7,0,2.2462,2.02738,0.482684
-0.142786,0.99184,0.44568,3,7,0,0.63175,1.81276,0.857717
0.458516,0.983382,0.44568,2,5,0,0.140015,1.87078,0.508814
0.441676,0.981988,0.44568,2,7,0,-0.299981,1.81862,0.428901
0.495396,0.969647,0.44568,1,3,0,-0.202151,1.70987,0.514595
0.140207,0.930766,0.44568,2,5,0,0.4602,1.65939,0.718434
-0.489716,0.905392,0.44568,3,7,0,1.65038,1.42383,0.867499
-0.169403,0.719188,0.44568,1,3,0,2.53851,1.48482,0.489984
-1.2442,0.856272,0.44568,2,7,0,1.84215,1.39514,1.25892
0.199395,0.985751,0.44568,3,7,0,1.80842,1.96995,0.618909
-0.827858,0.88428,0.44568,2,3,0,1.15669,1.55397,0.34338
-0.0957657,1,0.44568,3,7,0,0.824689,2.04286,0.479531
-0.0532761,1,0.44568,3,7,0,0.562607,1.48111,0.621645
0.512341,0.99291,0.44568,1,3,0,0.635232,1.79749,0.532748
0.455882,0.993293,0.44568,2,3,0,-0.440205,1.87116,0.52048
-0.0166038,0.953573,0.44568,2,3,0,0.164058,2.05672,0.562917
-0.559293,0.920022,0.44568,3,7,0,0.968744,1.37294,0.844317
-0.586632,1,0.44568,1,1,0,0.618184,1.37345,0.864839
0.347622,1,0.44568,1,3,0,2.32399,1.80858,0.642835
-0.262983,0.877264,0.44568,2,3,0,1.5572,1.57375,0.382792
0.518957,1,0.44568,2,3,0,0.49478,1.80821,0.51453
-0.298734,0.902294,0.44568,2,3,0,0.832123,2.08199,0.477664
-0.298734,0.316563,0.44568,2,3,0,3.15022,2.08199,0.477664
-0.814877,0.759817,0.44568,2,7,0,1.86937,1.75641,1.14496
-1.85152,0.976252,0.44568,2,5,0,2.84186,0.960581,1.19291
0.243507,0.999059,0.44568,2,7,0,1.97759,1.97007,0.521421
0.240239,0.967421,0.44568,2,7,0,0.259249,1.86843,0.679282
0.424618,1,0.44568,2,3,0,-0.242724,1.76532,0.603441
0.0750723,0.96542,0.44568,1,3,0,0.182636,1.6841,0.756524
-0.0734165,0.945044,0.44568,3,7,0,1.13878,1.47366,0.596307
-0.417221,0.964886,0.44568,2,3,0,0.955641,1.90593,0.332947
0.0865003,1,0.44568,1,1,0,0.348475,1.89101,0.379846
0.507118,0.999279,0.44568,2,3,0,0.303065,1.77534,0.542807
-1.67728,0.851312,0.44568,3,7,0,2.79485,2.0768,1.52762
-1.3578,0.955949,0.44568,2,7,0,2.10172,2.42313,0.761686
-1.10827,0.962397,0.44568,2,7,0,1.96094,2.30844,1.04483
-2.47998,1,0.44568,3,7,0,2.53266,2.72341,1.64542
-1.17429,0.769876,0.44568,2,7,0,2.78077,2.29501,1.10907
-2.58226,0.966455,0.44568,2,7,0,2.9383,2.14918,2.07897
-2.0134,0.978684,0.44568,3,15,0,3.75295,0.893671,1.1996
-0.889307,0.957632,0.44568,3,7,0,2.98721,1.64428,1.16747
-0.925527,0.967405,0.44568,2,7,0,1.60394,1.24596,0.685519
0.110059,1,0.44568,2,3,0,0.800341,1.96604,0.684983
-0.507121,0.979306,0.44568,2,3,0,0.514157,2.16405,0.826421
0.169307,0.97875,0.44568,3,7,0,0.976335,1.58035,0.465003
0.385747,1,0.44568,1,1,0,-0.216872,1.65189,0.469507
0.269417,0.849203,0.44568,2,3,0,0.605785,1.78252,0.683275
0.381225,0.993633,0.44568,3,7,0,0.0809173,1.72732,0.621835
0.342032,0.988982,0.44568,2,3,0,-0.18353,1.66411,0.613915
-0.218069,0.814697,0.44568,2,7,0,1.71881,2.07321,0.763351
-1.81321,0.987741,0.44568,2,5,0,2.25284,2.43297,1.41293
-3.23241,0.778391,0.44568,2,7,0,3.47052,2.42929,2.4967
-1.37322,0.867699,0.44568,2,7,0,3.56937,1.79485,1.41024
-0.872338,0.960517,0.44568,2,7,0,2.02394,1.28606,0.935437
-1.00555,0.998489,0.44568,1,1,0,1.00815,1.23658,0.952179
-0.493556,0.99161,0.44568,3,7,0,1.48315,2.09689,0.454847
0.095351,1,0.44568,2,3,0,0.342897,2.00162,0.485883
-0.378285,0.963374,0.44568,2,3,0,0.435662,2.10884,0.495046
-0.150366,1,0.44568,1,1,0,0.412318,2.07513,0.516086
-1.14647,0.661801,0.44568,1,1,0,1.30437,2.16265,0.431501
-0.958809,0.98316,0.44568,2,7,0,1.59422,1.30218,1.02131
0.169283,0.754491,0.44568,1,3,0,2.59014,1.63119,0.689571
-0.413149,0.965394,0.44568,2,3,0,0.42927,1.3754,0.678384
-1.3355,0.99419,0.44568,2,7,0,1.73024,1.38337,1.30307
-0.227365,0.999381,0.44568,2,3,0,1.37511,1.6383,0.874165
-0.421214,0.949041,0.44568,3,7,0,0.961509,1.89143,0.962578
-2.97285,0.670608,0.44568,2,5,0,3.91462,2.14791,2.3664
-2.32868,0.986893,0.44568,3,7,0,3.50909,2.61256,1.64126
-1.28859,0.997091,0.44568,2,3,0,2.35983,2.40409,1.01846
-0.508647,0.894411,0.44568,3,7,0,2.97965,1.35115,0.731084
-0.251332,0.973541,0.44568,3,7,0,0.839153,2.00851,0.84019
0.452577,0.999088,0.44568,2,3,0,0.320966,1.8662,0.539949
0.403539,0.961337,0.44568,2,3,0,0.00207965,1.65236,0.485746
0.0162718,0.748797,0.44568,1,3,0,1.36367,2.04633,0.613146
0.0120096,0.990597,0.44568,3,7,0,1.2024,1.71113,0.789773
-1.61003,0.910107,0.44568,2,5,0,1.92574,1.0359,0.871076
-0.818912,0.971984,0.44568,2,3,0,1.86662,1.26116,0.780221
0.310083,0.966435,0.44568,3,7,0,1.3258,1.77807,0.664145
-0.315446,0.902381,0.44568,1,3,0,1.10055,2.14644,0.659398
-0.0121283,0.897621,0.44568,2,3,0,1.29718,2.04434,0.520245
-0.387434,0.890099,0.44568,1,1,0,0.447205,2.10684,0.489713
0.302393,0.864496,0.44568,3,7,0,1.7787,1.61466,0.58708
0.248589,0.994084,0.44568,3,7,0,-0.171303,1.96165,0.587337
-0.088426,0.822916,0.44568,1,3,0,1.8465,1.47429,0.649723
0.294462,1,0.44568,1,3,0,1.07007,1.63361,0.445622
0.143312,0.968677,0.44568,2,7,0,0.219274,1.75106,0.738689
-1.14924,0.958832,0.44568,3,7,0,1.23849,2.3691,0.738932
-1.46875,0.908906,0.44568,1,1,0,1.56459,2.41038,0.680682
-0.631608,0.989647,0.44568,2,3,0,1.93423,1.96312,1.03602
-0.118021,0.995334,0.44568,3,7,0,0.868887,1.47882,0.694497
-0.162514,0.987361,0.44568,2,3,0,0.384021,1.45265,0.667134
0.404511,0.947492,0.44568,2,3,0,0.743465,1.90229,0.511345
-0.374368,0.688057,0.44568,2,3,0,2.01967,1.60962,0.350946
0.00287008,0.793172,0.44568,3,7,0,1.74467,2.04871,0.54851
-0.00428436,0.914758,0.44568,2,3,0,0.57185,1.52244,0.487878
-2.07548,0.717657,0.44568,3,7,0,2.24286,2.52415,1.52298
-3.5289,1,0.44568,3,7,0,3.71618,3.26485,2.04006
-3.51417,0.938844,0.44568,4,15,0,4.62931,3.17766,1.27893
-4.26509,0.944819,0.44568,2,7,0,5.61104,3.41764,2.95171
0.243077,0.465278,0.44568,4,15,0,4.13861,1.58711,0.494177
0.316691,1,0.44568,2,7,0,-0.0830965,1.62319,0.588146
0.236091,0.969962,0.44568,2,3,0,0.0794043,1.5964,0.470607
0.356336,0.920886,0.44568,3,7,0,0.682717,1.76412,0.640914
0.530367,0.989354,0.44568,1,3,0,-0.0790029,1.78552,0.50206
0.469309,0.988555,0.44568,1,3,0,-0.370172,1.76495,0.432366
-1.46038,0.664287,0.44568,3,7,0,1.72838,1.36563,1.36428
# 
#  Elapsed Time: 0.017635 seconds (Warm-up)
#                0.013951 seconds (Sampling)
#                0.031586 seconds (Total)
# 
